,tns_name,DM,DM_err,ra,ra_err,dec,dec_err,fluence,fluence_err,flux,flux_err,exp_up,exp_up_err,exp_low,exp_low_err,notes,li_err,rm_fdf,rm_fdf_err,rm_qu,rm_qu_err,rm_mw,rm_mw_err,dm_mw,pa_chi_squared,depol_frac,li,Time_res(s),Fitburst_DM,Fitburst_DM_err,Widths(s),Widths_err(s),Min_width(s),Min_width_err(s),Num_comps,Duration(s),Rel_arrival_time(s),Scattering_600 MHz(ms),Scattering_err(ms),Bandwith (MHz)
76,FRB20190427A,455.783,0.011,78.9486,22,7.8184,29,9.2,1.0,6.06,0.65,17.8,0.23,0.0,0.0,-9999,0.034,-523.8,0.245,-524.1,0.272,79,31,72,1.6099999999999999,1.0,0.61,8.192e-05,455.7721293847,0.0111109003,[9.257490000000001e-05],[8.574700000000001e-06],9.257490000000001e-05,8.574700000000001e-06,1.0,0.0027852800000000002,[0.0],0.993,0.056,400.0
77,FRB20190430C,400.35,0.34,277.2066,15,24.765,16,8.63,0.9,3.98,0.42,8.0,2.0,0.0,0.0,-9999,0.022,-76.1,0.93,-70.4,0.457,94,27,45,1.17,-9999.0,1.04,8.192e-05,400.3988839441,0.3432333295,[0.0008338315],[1.56167e-05],0.0008338315,1.56167e-05,1.0,0.00335872,[0.0],<0.834,0.0,196.8
78,FRB20190501B,783.9668,0.0036,261.1994,27,54.2544,19,20.8,2.1,9.65,0.99,20.3,2.0,0.0,0.0,-9999,0.018000000000000002,-121.1,0.076,121.4,0.08700000000000001,12,6,43,3.8,-9999.0,0.88,2.048e-05,783.9739115101,0.0036369014000000002,"[7.69018e-05, 0.0001182396]","[5.5978e-06, 5.6209e-06]",7.69018e-05,5.5978e-06,2.0,0.004096,"[0.0, 0.0030148180000000003]",0.436,0.01,400.0
79,FRB20190502A,625.738,0.014,165.0863,15,59.9156,16,19.0,1.9,5.03,0.51,35.44,0.22,0.0,0.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,4,2,41,-9999.0,-9999.0,<0.12,4.096e-05,625.7385963374,0.013774383400000001,[0.0007849098],[3.00665e-05],0.0007849098,3.00665e-05,1.0,0.00569344,[0.0],0.926,0.089,400.0
80,FRB20190502B,918.65,0.22,212.0159,33,64.459,38,19.5,2.1,4.13,0.5,10.9,7.2,0.0,0.0,-9999,0.025,126.7,0.723,126.3,0.66,50,8,42,2.75,-9999.0,0.5,0.00065536,918.5421217342,0.2237787471,[0.0019455834],[8.59729e-05],0.0019455834,8.59729e-05,1.0,0.0098304,[0.0],<1.946,0.0,>61.8
81,FRB20190502C,396.8781,0.0092,155.1462,17,82.9981,25,26.5,2.7,19.7,2.0,124.1,4.2,17.8,2.6,-9999,0.018000000000000002,-35.5,0.17,36.5,0.145,-13,5,44,4.52,-9999.0,0.6000000000000001,1.024e-05,396.8751002118,0.0092354224,"[0.0001102421, 1.68698e-05, 1.97858e-05, 6.32897e-05, 5.5134000000000004e-05, 1.88117e-05, 0.00012636790000000001]","[None, 8.969e-07, 1.481e-06, 3.8454000000000005e-06, 2.3695e-06, 1.4008e-06, 4.9177e-06]",1.68698e-05,8.969e-07,7.0,0.00218112,"[0.0, 0.0003283295, 0.0004726808, 0.0006089689, 0.0007785722, 0.001318855, 0.0018012552000000002]",0.045,0.002,400.0
82,FRB20190517C,335.539,0.059,89.4981,13,26.5541,14,-9999.0,-9999.0,-9999.0,-9999.0,18.27,0.34,0.0,0.0,"The absolute meridian angle is >2 deg, where the primary beam is unmodeled; flux and fluence are not calculated. ",-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,0,2.048e-05,335.4939086702,0.059167996300000004,[0.000248512],[5.1114e-06],0.000248512,5.1114e-06,1.0,0.00208896,[0.0],0.25,0.013,400.0
83,FRB20190518C,443.9645,0.0063,241.9646,16,4.6332,21,22.4,2.3,13.2,1.4,17.32,0.22,0.0,0.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,11,5,45,-9999.0,-9999.0,<0.14,1.024e-05,443.955416187,0.0065256069000000005,"[0.0001220405, 5.8666500000000005e-05]","[9.781e-06, 1.34746e-05]",5.8666500000000005e-05,1.34746e-05,2.0,0.00144384,"[0.0, 0.0004893450000000001]",0.434,0.023,400.0
84,FRB20190519E,693.6215,0.0068,169.627,60,41.709,79,1.48,0.18,3.31,0.37,21.3,1.1,0.0,0.0,-9999,0.061,-17.0,0.31,-17.0,0.441,20,5,37,2.86,-9999.0,1.0,2.048e-05,693.6188386366,0.0067756183,[1.31223e-05],[1.7544e-06],1.31223e-05,1.7544e-06,1.0,0.00036864,[0.0],0.04,0.003,>186.1
85,FRB20190519G,429.49,0.48,306.6143,27,72.4144,30,30.8,3.1,1.52,0.18,55.95,0.94,17.1,3.2,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,0,0.00065536,429.9668209965,0.4877964598,"[0.0018894165, 0.0078304207]","[0.0002766827, 0.0003723018]",0.0018894165,0.0002766827,2.0,0.02818048,"[0.0, 0.0076403362]",<1.889,0.0,400.0
86,FRB20190519H,1170.8777,0.0057,339.8638,12,87.3777,12,58.1,5.9,95.6,9.6,181.0,10.0,381.0,2.9,-9999,0.005,-24.8,0.032,-25.0,0.035,-17,10,45,3.32,-9999.0,0.9500000000000001,2.56e-06,1170.8776537846,0.0057048279,"[3.7005800000000004e-05, 6.81191e-05]","[1.2571e-06, 1.703e-06]",3.7005800000000004e-05,1.2571e-06,2.0,0.00054272,"[0.0, 0.0001446061]",~0.12,0.0,>107.1
87,FRB20190604G,232.9981,0.0065,120.8081,15,59.5008,16,14.5,1.5,4.21,0.43,36.06,0.32,0.0,0.0,-9999,0.014,364.4,0.259,364.6,0.389,-8,4,47,9.83,1.2,0.33,8.192e-05,232.9981342101,0.0065471939000000005,"[0.000202377, 0.0002701206, 0.0002437375, 0.0015307871, 4.6523e-05, 0.0003036703]","[1.4876600000000001e-05, 5.60512e-05, 4.60622e-05, 0.0003974877, 1.9552200000000002e-05, 0.0001643794]",4.6523e-05,1.9552200000000002e-05,6.0,0.00745472,"[0.0, 0.0015224608, 0.0022922746, 0.002395079, 0.0048828605, 0.0061507538]",~0.177,0.0,400.0
88,FRB20190605A,349.85,0.46,29.5339,17,65.7161,20,24.4,2.5,3.83,0.4,45.05,0.18,0.0,0.0,Event of the repeating source FRB20180916B. ,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,0,0.00032768,349.8018821523,0.4615517838,[0.0024647421000000003],[5.63013e-05],0.0024647421000000003,5.63013e-05,1.0,0.01048576,[0.0],<2.465,0.0,196.8
89,FRB20190605B,348.957,0.027,29.4852,16,65.7143,17,49.4,5.0,3.16,0.32,45.06,0.17,0.0,0.0,Event of the repeating source FRB20180916B. ,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,0,0.00065536,349.0933463148,0.0573454335,"[0.0033137569, 0.0019207491, 0.0031399015000000002, 0.0034759735]","[0.0004056896, 8.494520000000001e-05, 0.0001695122, 0.00029691600000000004]",0.0019207491,8.494520000000001e-05,4.0,0.045219840000000004,"[0.0, 0.0098006638, 0.0125136077, 0.0206078894]",<1.921,0.0,>123.1
90,FRB20190605C,187.7126,0.0046,170.112,12,-5.1578,15,411.0,42.0,490.0,49.0,16.8,0.0,0.0,0.0,-9999,0.007,-64.7,0.09,-0.1,0.038,-2,7,43,4.28,-9999.0,0.32,2.56e-06,187.7101214377,0.004636704,[6.15197e-05],[1.1129e-06],6.15197e-05,1.1129e-06,1.0,0.00061952,[0.0],0.064,0.002,400.0
91,FRB20190606A,552.5516,0.0082,218.714,62,53.313,58,3.2,0.39,1.05,0.17,29.42,0.54,0.0,0.0,Event of the repeating source FRB20190604A. ,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,0,0.00065536,552.584274072,0.0431036484,[0.0012723499],[9.29009e-05],0.0012723499,9.29009e-05,1.0,0.00589824,[0.0],<1.272,0.0,228.6
92,FRB20190606B,277.671,0.026,108.8065,25,86.8053,31,18.8,2.0,3.0,0.33,319.6,2.8,55.2,3.3,-9999,0.042,16.5,0.127,16.7,0.195,-28,10,44,1.04,0.9500000000000001,0.86,0.00032768,277.496104809,0.0274744274,[0.0003316573],[3.73345e-05],0.0003316573,3.73345e-05,1.0,0.01376256,[0.0],4.776,0.39,400.0
93,FRB20190607B,289.331,0.0018,41.936,37,49.624,40,2.24,0.29,1.65,0.21,28.17,0.41,0.0,0.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-1,12,49,-9999.0,-9999.0,<0.37,0.00032768,289.2671075856,0.0023304135,[1.84561e-05],[9.767500000000001e-06],1.84561e-05,9.767500000000001e-06,1.0,0.00425984,[0.0],1.571,0.145,400.0
94,FRB20190608A,722.14,0.013,359.226,43,19.175,49,3.9,0.49,5.97,0.65,18.81,0.13,0.0,0.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-32,6,43,-9999.0,-9999.0,<0.21,4.096e-05,722.1284512468,0.0135635346,[0.0001537657],[8.6275e-06],0.0001537657,8.6275e-06,1.0,0.00077824,[0.0],0.105,0.019,400.0
95,FRB20190609A,316.6839,0.0033,21.8256,26,87.7004,23,37.0,3.9,15.8,1.7,446.5,5.0,98.1,4.2,-9999,0.028,42.4,0.129,-44.2,0.193,-16,11,45,1.23,-9999.0,0.86,4.096e-05,316.6809968772,0.0037983156000000002,"[0.0001458072, 0.0010275235]","[4.8358e-06, 0.0001399676]",0.0001458072,4.8358e-06,2.0,0.01036288,"[0.0, 0.007814538900000001]",0.402,0.021,400.0
96,FRB20190609B,292.1743,0.0069,208.3177,24,88.3412,15,30.7,3.1,25.0,2.5,551.6,0.0,348.4,0.0,-9999,0.008,28.1,0.117,29.7,0.12,-26,10,44,4.18,-9999.0,0.30000000000000004,1.024e-05,292.1493266869,0.006890585,"[6.8997e-05, 0.0002493666, 7.04724e-05]","[5.5018e-06, 5.9636e-06, 3.2514000000000003e-06]",6.8997e-05,5.5018e-06,3.0,0.00207872,"[0.0, 0.0010153724, 0.0014956653]",0.115,0.003,400.0
97,FRB20190609C,479.8522,0.0047,73.3278,35,24.098,37,4.12,0.49,2.97,0.36,19.53,0.29,0.0,0.0,-9999,0.064,-5.4,0.28400000000000003,5.1,0.332,-33,13,66,4.14,-9999.0,1.04,8.192e-05,479.854870216,0.0047341967,"[5.2386900000000005e-05, 1.4313400000000001e-05]","[2.239e-06, 1.4233e-06]",1.4313400000000001e-05,1.4233e-06,2.0,0.00229376,"[0.0, 0.0016215980000000001]",0.03,0.003,114.3
98,FRB20190609D,511.559,0.017,118.513,39,51.742,40,23.1,2.7,12.5,1.5,27.82,0.72,0.0,0.0,-9999,0.049,-50.4,0.184,-48.6,0.171,3,6,51,4.36,-9999.0,0.91,8.192e-05,511.5565627961,0.0177417978,[0.00018799500000000002],[2.40729e-05],0.00018799500000000002,2.40729e-05,1.0,0.0036864,[0.0],0.736,0.051,400.0
99,FRB20190611A,190.8,1.5,65.6706,23,73.6545,27,22.9,2.4,1.78,0.21,64.38,0.26,47.47,0.33,Event of the repeating source FRB20180814A. ,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999.0,-9999.0,0,0.00065536,189.6848298121,1.5430184582000002,"[0.001311386, 0.0013179711]","[7.94631e-05, 0.0001247258]",0.001311386,7.94631e-05,2.0,0.0262144,"[0.0, 0.0112989526]",5.396,0.307,165.1
100,FRB20190612A,433.14,-9999.0,148.0969,31,70.52,36,-9999.0,-9999.0,-9999.0,-9999.0,42.0,2.6,25.8,1.8,"A significant fraction of the signal is outside the time range of the dump, the DM was calculated by maximising the S/N. ",0.043000000000000003,-16.9,0.2,-18.7,0.466,-19,6,43,1.09,-9999.0,0.78,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0
101,FRB20190612B,187.5236,0.0066,222.1114,16,4.3905,23,13.6,1.5,25.2,2.6,16.2,0.0,0.0,0.0,-9999,0.025,2.1,0.064,-0.9,0.082,5,6,43,1.8599999999999999,-9999.0,0.92,2.56e-06,187.5236020625,0.0065883417,[1.41098e-05],[2.645e-07],1.41098e-05,2.645e-07,1.0,8.192e-05,[0.0],~0.016,0.0,209.5
